RelationshipType,Source,Target
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-4f813d6913ba90d42cff3025b82f89d64d738b57
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-97fae4b2bd1bf8f8c27a26094f89eb72e5f7f9c9
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-286dbd4412f4b7e5f24e0e28286c5c2f712f473d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-7b7c503a84247887cc48da266247a4bb32960b5b
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-4c2fb652337238e51968856cd08deff07fab5f9c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-df9596ab95ee3a56a71dcb096e5c073b054a9228
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-4852291660fbb3bc3a5d0a4b7c809c860221f738
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b7cfe69d60c5ce9819721f3b7f5fc04d337b3a56
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5dad5f9b051b8c5edb951c95d1c551bffe3d67d1
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b1dcffbd3375aedb9624cc3eba5a78cefdc13791
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-552708fd08e89657aca706d3a4bc83e783a544b8
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-dd6d9958d940a868406cfd79df8387440acbcc63
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-57b2877d1ad8cfcda084bff3e2ee6381bb310733
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-ec17726c2d69f89a6612a13d88a9493205f69e0c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-8a2d45a99d5296036e884aafe3398cf95b204b16
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-50d7d8d6bd9621c99cc1ddb6021ceda72aef5292
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-94dd88b8aed8c710589fa4d1b68d88a2f404249d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-e871bbda2588472eef3fa5e030dffc6a8618beb3
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-caf3364a7fe01d83ce636f14b4ab3c9a0a84dfa3
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-619c65336e662838344b44cdaddc77218b56cadf
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-be3beb4d6989269c0c91a5176bf5dd246da0001c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9f371f0ca89f43c28c08cfcda9a58442152b3caa
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-a1f2ff2d08e71965271c6ab47e96ff287eb0f275
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-48eded4b1e1f2395aea3736c180d39cc9b1a2185
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f6cf76a147ba9d02c00f83f5b95fb7da5ae418c8
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-dee326ceae53638835aad9f09acdb32454407bb2
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d5971658e9532d54788643f94ab3680280bb5ff6
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-91dff45da0e44842724a5141436c5eaa587da6d6
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-638446adc98ff8c6ef84ee9d81c99f79be8eb293
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-1d9fb824297c22844d62fe55e475e763a2336b3f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9f9029a15ee9dafe733cfb1ff1286cfd29926f63
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2abd6317c3d97ad68fd37f5ef0081943405fd147
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-55554cfe9f92033c7b7180ab4648db9b78a09aeb
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-ea57ecac5de0be76337a9f2eb769a1fbba0817cb
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9e5dcde74fd7b345bbb3c6299061907a6fe1da00
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-818c5e02440677e0f9177a57e33c8061dd67057f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-395950aa79f12e92e03a7ab0716adeaa5b322945
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-04f7e0fc9a2ee799a2b04a64475f8cc2ed09414e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9c3f730ff2ecc609fa9477660fe1f3fd2e18e95e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-4e5ff19b644bcec0cd0ee3f60c4c11ce6313acf6
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-40d2de471a6412acb27a30705b016f5c81e2f5c0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-cf38b62cc8d5f59df9f4c960079776d3376856ea
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d689c1e32de7dfa4f283b4210d9edef3486175e1
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b57367d73e4a25a652c159fab596e7d8fc42d144
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-1b1b6ca080a443af653d71edcd33b7f7132abb47
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-25a67407e53727957d6823283efab25b4839e497
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-9a26712a37a0b35e482290ca1b75817ea819cc56
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-8c7049d8b5eee47281aced147e850e4700b2cd37
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-3e4beaeedef9bd7c0265fdd79148de0d31253073
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5811fa85ba80bade8d5adbfd400a3f15b9b8799f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-90f08b1f4db3d0f6f56070bcfdc787d12dc4a95c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-a4dfc18f9053f0fd0b0f2b6cf2928e4ad21f8f91
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5ccb2cc61208bd07669723952a03b7d32c3c1c37
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5505dd6c12be4c19bdf5349de30a068c92300ad4
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-b0d709786c9e3f0056fa9f1b1b1ea9d2970657e9
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2d992001e2465315e3f9b57c760cb95473985438
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-83dda62944f11438777af11ad3845c81e974455c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-dde2b10d896f38875fe39a28701cced8fe91317e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-801d92758e844c8d3264112e228bcbd5c3dec1b3
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-bac74869946615d986035773b36dedd35ea4fbe9
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-91bdc41fa4e5b22ca8e682ffb5dab14e3df563f7
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-f13e1b41377b38e2e68edf862b0c1b3255fc93e3
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d6cec23e15fc5cf5ef963858dad4bfa0bd378458
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-7df3187d2fcc49c8d98cd74fc0c50e364232a5dc
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-8795bf13b9c2c12b82d946f3ac5747495b0d8b50
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-e54e5d5e921cb381e0893dca059da781cccf0e39
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-3a6af82bb9fd99fd712d629ff1d72ab217d25fc7
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-a276fec5db4e6f55891d6f0d00ca4ae26e15fb0c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-3a94fcaea2da501dbbcb5caf2b9d9279ab905233
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-d6d1f85ccc91330a65a664aa06bf20a04588f8b0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-1158d3dc2cb5a5ccd616bfbc341b452235895384
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-4d0fcbcaf3c94b7cc08509780e06e3d7b4cef36f
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5be5efed2c45aa6584efa1f83e32b5e27dc2520d
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-c712129fd9b23e3e57e71ae315df0c9670164603
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-835cfee7faddc6fce30a4f21b4832427c4390cb3
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-8a80a99dcac0cd1d84eb243c3a24bf27732d1d09
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-13d1d94d17841d59e0659435272f978d0da32bce
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-61e9f587abf0320202fea990d20e635cf51912a0
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-042576da75830de13d88e6db2a361cc61960d1cc
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-26c8f4a0e9e91ab6e29b3709b91b62dc92faed4c
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-7a655db43a293371634986c27486b767ed42783e
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-2442900ae11952031ea06b5368b26df3ef647b47
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-5001480a9785604a8baa4ef451da8d0ce91757c4
SPDXRef-DOCUMENT,DESCRIBES,SPDXRef-File-0edda085a1243bd28760df0e98c7159b8757a562
